,School,Link,GameLogs,Pace,ELO
320,UCF,https://www.sports-reference.com/cbb/schools/central-florida/men/2026.html,https://www.sports-reference.com/cbb/schools/central-florida/men/2026-gamelogs.html,70.7,1590.47
321,UCLA,https://www.sports-reference.com/cbb/schools/ucla/men/2026.html,https://www.sports-reference.com/cbb/schools/ucla/men/2026-gamelogs.html,66.1,1599.53
322,UNC Asheville,https://www.sports-reference.com/cbb/schools/north-carolina-asheville/men/2026.html,https://www.sports-reference.com/cbb/schools/north-carolina-asheville/men/2026-gamelogs.html,67.5,1228.77
323,UNC Greensboro,https://www.sports-reference.com/cbb/schools/north-carolina-greensboro/men/2026.html,https://www.sports-reference.com/cbb/schools/north-carolina-greensboro/men/2026-gamelogs.html,69.3,1235.88
324,UNC Wilmington,https://www.sports-reference.com/cbb/schools/north-carolina-wilmington/men/2026.html,https://www.sports-reference.com/cbb/schools/north-carolina-wilmington/men/2026-gamelogs.html,66.9,1527.63
325,UT Arlington,https://www.sports-reference.com/cbb/schools/texas-arlington/men/2026.html,https://www.sports-reference.com/cbb/schools/texas-arlington/men/2026-gamelogs.html,67.7,1241.2
326,Utah,https://www.sports-reference.com/cbb/schools/utah/men/2026.html,https://www.sports-reference.com/cbb/schools/utah/men/2026-gamelogs.html,68.4,1318.51
327,Utah State,https://www.sports-reference.com/cbb/schools/utah-state/men/2026.html,https://www.sports-reference.com/cbb/schools/utah-state/men/2026-gamelogs.html,68.3,1621.92
328,Utah Tech,https://www.sports-reference.com/cbb/schools/dixie-state/men/2026.html,https://www.sports-reference.com/cbb/schools/dixie-state/men/2026-gamelogs.html,68.8,1328.56
329,Utah Valley,https://www.sports-reference.com/cbb/schools/utah-valley/men/2026.html,https://www.sports-reference.com/cbb/schools/utah-valley/men/2026-gamelogs.html,70.3,1488.72
330,UTEP,https://www.sports-reference.com/cbb/schools/texas-el-paso/men/2026.html,https://www.sports-reference.com/cbb/schools/texas-el-paso/men/2026-gamelogs.html,66.5,1199.62
331,UTSA,https://www.sports-reference.com/cbb/schools/texas-san-antonio/men/2026.html,https://www.sports-reference.com/cbb/schools/texas-san-antonio/men/2026-gamelogs.html,70.2,1061.28
332,Valparaiso,https://www.sports-reference.com/cbb/schools/valparaiso/men/2026.html,https://www.sports-reference.com/cbb/schools/valparaiso/men/2026-gamelogs.html,66.3,1396.25
333,Vanderbilt,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2026.html,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2026-gamelogs.html,71.4,1612.73
334,Vermont,https://www.sports-reference.com/cbb/schools/vermont/men/2026.html,https://www.sports-reference.com/cbb/schools/vermont/men/2026-gamelogs.html,65.1,1320.94
335,Villanova,https://www.sports-reference.com/cbb/schools/villanova/men/2026.html,https://www.sports-reference.com/cbb/schools/villanova/men/2026-gamelogs.html,66.2,1629.21
336,Virginia,https://www.sports-reference.com/cbb/schools/virginia/men/2026.html,https://www.sports-reference.com/cbb/schools/virginia/men/2026-gamelogs.html,66.6,1732.11
337,Virginia Commonwealth,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2026.html,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2026-gamelogs.html,70.4,1598.84
338,VMI,https://www.sports-reference.com/cbb/schools/virginia-military-institute/men/2026.html,https://www.sports-reference.com/cbb/schools/virginia-military-institute/men/2026-gamelogs.html,68.7,944.63
339,Virginia Tech,https://www.sports-reference.com/cbb/schools/virginia-tech/men/2026.html,https://www.sports-reference.com/cbb/schools/virginia-tech/men/2026-gamelogs.html,68.1,1501.65
340,Wagner,https://www.sports-reference.com/cbb/schools/wagner/men/2026.html,https://www.sports-reference.com/cbb/schools/wagner/men/2026-gamelogs.html,66.5,1133.82
341,Wake Forest,https://www.sports-reference.com/cbb/schools/wake-forest/men/2026.html,https://www.sports-reference.com/cbb/schools/wake-forest/men/2026-gamelogs.html,69.9,1453.56
342,Washington,https://www.sports-reference.com/cbb/schools/washington/men/2026.html,https://www.sports-reference.com/cbb/schools/washington/men/2026-gamelogs.html,67.7,1439.79
343,Washington State,https://www.sports-reference.com/cbb/schools/washington-state/men/2026.html,https://www.sports-reference.com/cbb/schools/washington-state/men/2026-gamelogs.html,69.2,1267.39
344,Weber State,https://www.sports-reference.com/cbb/schools/weber-state/men/2026.html,https://www.sports-reference.com/cbb/schools/weber-state/men/2026-gamelogs.html,70.7,1229.58
345,West Georgia,https://www.sports-reference.com/cbb/schools/west-georgia/men/2026.html,https://www.sports-reference.com/cbb/schools/west-georgia/men/2026-gamelogs.html,70.2,1151.05
346,West Virginia,https://www.sports-reference.com/cbb/schools/west-virginia/men/2026.html,https://www.sports-reference.com/cbb/schools/west-virginia/men/2026-gamelogs.html,63.8,1493.98
347,Western Carolina,https://www.sports-reference.com/cbb/schools/western-carolina/men/2026.html,https://www.sports-reference.com/cbb/schools/western-carolina/men/2026-gamelogs.html,69.3,1285.35
348,Western Illinois,https://www.sports-reference.com/cbb/schools/western-illinois/men/2026.html,https://www.sports-reference.com/cbb/schools/western-illinois/men/2026-gamelogs.html,67.2,893.17
349,Western Kentucky,https://www.sports-reference.com/cbb/schools/western-kentucky/men/2026.html,https://www.sports-reference.com/cbb/schools/western-kentucky/men/2026-gamelogs.html,71.0,1420.34
350,Western Michigan,https://www.sports-reference.com/cbb/schools/western-michigan/men/2026.html,https://www.sports-reference.com/cbb/schools/western-michigan/men/2026-gamelogs.html,69.9,1157.22
351,Wichita State,https://www.sports-reference.com/cbb/schools/wichita-state/men/2026.html,https://www.sports-reference.com/cbb/schools/wichita-state/men/2026-gamelogs.html,67.0,1512.45
352,William & Mary,https://www.sports-reference.com/cbb/schools/william-mary/men/2026.html,https://www.sports-reference.com/cbb/schools/william-mary/men/2026-gamelogs.html,74.4,1309.11
353,Winthrop,https://www.sports-reference.com/cbb/schools/winthrop/men/2026.html,https://www.sports-reference.com/cbb/schools/winthrop/men/2026-gamelogs.html,71.8,1402.71
354,Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/men/2026.html,https://www.sports-reference.com/cbb/schools/wisconsin/men/2026-gamelogs.html,69.5,1632.24
355,Wofford,https://www.sports-reference.com/cbb/schools/wofford/men/2026.html,https://www.sports-reference.com/cbb/schools/wofford/men/2026-gamelogs.html,68.2,1294.74
356,Wright State,https://www.sports-reference.com/cbb/schools/wright-state/men/2026.html,https://www.sports-reference.com/cbb/schools/wright-state/men/2026-gamelogs.html,68.7,1391.15
357,Wyoming,https://www.sports-reference.com/cbb/schools/wyoming/men/2026.html,https://www.sports-reference.com/cbb/schools/wyoming/men/2026-gamelogs.html,67.9,1355.8
358,Xavier,https://www.sports-reference.com/cbb/schools/xavier/men/2026.html,https://www.sports-reference.com/cbb/schools/xavier/men/2026-gamelogs.html,71.5,1407.8
359,Yale,https://www.sports-reference.com/cbb/schools/yale/men/2026.html,https://www.sports-reference.com/cbb/schools/yale/men/2026-gamelogs.html,66.3,1516.24
360,Youngstown State,https://www.sports-reference.com/cbb/schools/youngstown-state/men/2026.html,https://www.sports-reference.com/cbb/schools/youngstown-state/men/2026-gamelogs.html,69.2,1239.43
